Key,Value1,Value2,Value3
1,0.6829457364341085,0.5,0.69
2,0.6949612403100776,0.4666666666666667,0.635
3,0.6852713178294574,0.6333333333333333,0.69
4,0.6998062015503876,0.725,0.6875
5,0.7075968992248062,0.6566666666666666,0.68
6,0.6967700258397933,0.7027777777777777,0.625
7,0.7015503875968992,0.6928571428571428,0.6471428571428571
8,0.701453488372093,0.73125,0.6425
9,0.7003445305770887,0.7388888888888889,0.6311111111111111
10,0.7068992248062016,0.7583333333333333,0.626
11,0.7098661028893587,0.7636363636363637,0.61
12,0.7147932816537468,0.7722222222222223,0.5825
13,0.7128801431127012,0.7705128205128206,0.5853846153846154
14,0.7071428571428572,0.7535714285714286,0.5785714285714286
15,0.7041860465116279,0.7433333333333333,0.59
16,0.7041666666666667,0.7458333333333333,0.61375
17,0.6994072047423621,0.7196078431372549,0.6123529411764705
18,0.7007751937984497,0.7212962962962963,0.6122222222222222
19,0.6997144022847818,0.7175438596491228,0.6110526315789474
20,0.6974806201550388,0.7141666666666666,0.6125
21,0.6977482465854559,0.7277777777777777,0.6114285714285714
22,0.694785059901339,0.718939393939394,0.610909090909091
23,0.6972362655881361,0.7253623188405797,0.6182608695652174
24,0.6992894056847545,0.7368055555555556,0.6229166666666667
25,0.702077519379845,0.744,0.63
26,0.7015503875968992,0.7326923076923076,0.6276923076923077
27,0.7020384725811082,0.7222222222222222,0.6362962962962962
28,0.6993632336655592,0.7202380952380952,0.635
29,0.6982892274792836,0.7057471264367816,0.636896551724138
30,0.6978294573643411,0.7055555555555556,0.633
31,0.6964241060265066,0.7043010752688172,0.6419354838709678
32,0.695203488372093,0.70625,0.6446875
33,0.6996241484613578,0.7151515151515152,0.6533333333333333
34,0.702234382124943,0.7191176470588235,0.6523529411764706
35,0.702015503875969,0.7204761904761905,0.656
36,0.702368647717485,0.7268518518518519,0.66
37,0.7017179970668342,0.7279279279279279,0.657027027027027
38,0.7031619747042024,0.7350877192982456,0.6563157894736842
39,0.7025044722719141,0.7333333333333333,0.6512820512820513
40,0.7049806201550387,0.7383333333333333,0.658
41,0.7034600113442995,0.7313008130081301,0.6582926829268293
42,0.7036175710594316,0.7376984126984127,0.6540476190476191
43,0.7035334414999098,0.743798449612403,0.6497674418604651
44,0.7031007751937984,0.7477272727272727,0.6577272727272727
45,0.7041688199827735,0.7492592592592593,0.6602222222222223
46,0.703067071115605,0.7503623188405797,0.6547826086956522
47,0.7016328550222662,0.7471631205673759,0.65
48,0.703391472868217,0.75,0.6502083333333334
49,0.7024363233665559,0.7517006802721088,0.6434693877551021
50,0.7018604651162791,0.7486666666666667,0.6392
51,0.7008815929472564,0.75,0.6405882352941177
52,0.7019827072152653,0.7471153846153846,0.6425
53,0.7018721661547462,0.7377358490566037,0.6475471698113208
54,0.701923629055412,0.7348765432098765,0.6485185185185185
55,0.7027202255109232,0.7357575757575757,0.6472727272727272
56,0.6995431893687708,0.7363095238095239,0.6373214285714286
57,0.7002175982592139,0.7318713450292398,0.6370175438596491
58,0.7006816359262229,0.7295977011494252,0.6432758620689655
59,0.6998160557088424,0.7293785310734463,0.6467796610169492
60,0.6994315245478037,0.7269444444444444,0.6473333333333333
61,0.6985512771635531,0.7275956284153006,0.6449180327868852
62,0.6982495623905977,0.7274193548387097,0.6477419354838709
